Date,Price
12-11-2021,2000
13-11-2021,2000
14-11-2021,2000
15-11-2021,2000
16-11-2021,2400
17-11-2021,1800
18-11-2021,1800
19-11-2021,1800
20-11-2021,1900
21-11-2021,2000
22-11-2021,2000
23-11-2021,2000
24-11-2021,1800
25-11-2021,1600
26-11-2021,2000
27-11-2021,2000
28-11-2021,1900
29-11-2021,1800
30-11-2021,1800
01-12-2021,1900
02-12-2021,2000
03-12-2021,2000
04-12-2021,2000
05-12-2021,2000
06-12-2021,1800
07-12-2021,1600
08-12-2021,1800
09-12-2021,1800
10-12-2021,1800
11-12-2021,1800
12-12-2021,1800
13-12-2021,2000
14-12-2021,1800
15-12-2021,1800
16-12-2021,1800
17-12-2021,1600
18-12-2021,1700
19-12-2021,1900
20-12-2021,2000
21-12-2021,1800
22-12-2021,1600
23-12-2021,1800
24-12-2021,1800
25-12-2021,1600
26-12-2021,2000
27-12-2021,2000
28-12-2021,1800
29-12-2021,1800
30-12-2021,1800
31-12-2021,1800
